Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,cluster
2739,50,Female,Sneakers,Footwear,4,Ohio,M,Charcoal,Summer,4,No,Bank Transfer,2-Day Shipping,No,No,39,Venmo,Every 3 Months,2
2740,33,Female,Shirt,Clothing,2,Alaska,XL,Blue,Winter,2,No,Venmo,Store Pickup,No,No,39,Credit Card,Every 3 Months,1
2741,19,Female,Sunglasses,Accessories,4,Pennsylvania,M,Lavender,Summer,4,No,Credit Card,Free Shipping,No,No,34,Bank Transfer,Fortnightly,0
2742,68,Female,Dress,Clothing,4,Maine,L,Yellow,Fall,4,No,PayPal,2-Day Shipping,No,No,41,Venmo,Monthly,2
2743,27,Female,Shoes,Footwear,3,Texas,M,Black,Spring,3,No,PayPal,Free Shipping,No,No,47,Debit Card,Annually,0
2744,61,Female,Belt,Accessories,4,New Jersey,S,Beige,Fall,4,No,Debit Card,2-Day Shipping,No,No,17,Venmo,Quarterly,2
2745,38,Female,Shirt,Clothing,3,Wyoming,M,Silver,Winter,3,No,Cash,Store Pickup,No,No,40,Credit Card,Monthly,0
2746,28,Female,Boots,Footwear,4,Michigan,M,Magenta,Summer,4,No,Bank Transfer,Standard,No,No,44,PayPal,Bi-Weekly,0
2747,39,Female,Hoodie,Clothing,3,Ohio,M,Orange,Fall,3,No,Bank Transfer,Standard,No,No,21,PayPal,Every 3 Months,0
2748,18,Female,Jeans,Clothing,3,West Virginia,M,Teal,Winter,3,No,Debit Card,Free Shipping,No,No,21,Credit Card,Every 3 Months,0
2749,24,Female,Jacket,Outerwear,3,Virginia,L,Turquoise,Spring,3,No,Cash,Free Shipping,No,No,16,Venmo,Annually,0
2750,64,Female,Jacket,Outerwear,3,Vermont,M,Cyan,Spring,3,No,Venmo,Standard,No,No,15,Bank Transfer,Annually,2
2751,51,Female,Sandals,Footwear,2,Alaska,L,Pink,Spring,2,No,Cash,2-Day Shipping,No,No,26,PayPal,Every 3 Months,1
2752,27,Female,Dress,Clothing,3,Minnesota,S,Indigo,Fall,3,No,Venmo,Free Shipping,No,No,50,Venmo,Monthly,0
2753,48,Female,Sweater,Clothing,4,Colorado,S,Peach,Winter,4,No,Cash,Free Shipping,No,No,30,Venmo,Bi-Weekly,2
2754,69,Female,Gloves,Accessories,3,Rhode Island,M,Beige,Spring,3,No,Bank Transfer,Next Day Air,No,No,48,PayPal,Quarterly,2
2755,59,Female,Sunglasses,Accessories,3,New Jersey,L,Gold,Summer,3,No,PayPal,Free Shipping,No,No,21,Venmo,Bi-Weekly,2
2756,59,Female,Belt,Accessories,3,Nevada,M,Indigo,Winter,3,No,Venmo,Store Pickup,No,No,18,Credit Card,Annually,2
2757,42,Female,Hat,Accessories,4,Minnesota,L,Violet,Winter,4,No,Bank Transfer,Free Shipping,No,No,41,PayPal,Monthly,2
2758,39,Female,Hat,Accessories,4,Delaware,XL,Brown,Fall,4,No,Cash,Next Day Air,No,No,11,Venmo,Monthly,0
2759,32,Female,Blouse,Clothing,3,Illinois,M,Purple,Summer,3,No,Debit Card,Standard,No,No,8,Bank Transfer,Bi-Weekly,0
2760,68,Female,Shoes,Footwear,3,Washington,M,Turquoise,Summer,3,No,Credit Card,Free Shipping,No,No,42,Cash,Every 3 Months,2
2761,41,Female,Skirt,Clothing,5,Alaska,S,Violet,Fall,5,No,Bank Transfer,Next Day Air,No,No,41,Credit Card,Bi-Weekly,2
2762,31,Female,Sneakers,Footwear,3,Michigan,M,Purple,Fall,3,No,Venmo,Next Day Air,No,No,3,Credit Card,Every 3 Months,0
2763,58,Female,T-shirt,Clothing,3,Georgia,M,Charcoal,Fall,3,No,Bank Transfer,Store Pickup,No,No,10,Debit Card,Every 3 Months,2
2764,28,Female,Handbag,Accessories,2,West Virginia,M,Green,Fall,2,No,Venmo,2-Day Shipping,No,No,35,Venmo,Quarterly,1
2765,63,Female,Sweater,Clothing,2,Arizona,XL,White,Spring,2,No,Credit Card,Next Day Air,No,No,2,Debit Card,Weekly,1
2766,64,Female,Gloves,Accessories,4,Colorado,M,Purple,Summer,4,No,Cash,2-Day Shipping,No,No,24,Credit Card,Quarterly,2
2767,66,Female,Dress,Clothing,2,Tennessee,M,Cyan,Winter,2,No,Venmo,Standard,No,No,47,Credit Card,Monthly,1
2768,31,Female,Dress,Clothing,4,Iowa,M,Green,Spring,4,No,Credit Card,Free Shipping,No,No,31,Cash,Monthly,0
2769,55,Female,Blouse,Clothing,3,Kansas,M,Beige,Spring,3,No,Venmo,2-Day Shipping,No,No,28,PayPal,Bi-Weekly,2
2770,32,Female,Shirt,Clothing,3,Oklahoma,L,Lavender,Fall,3,No,PayPal,Standard,No,No,13,Cash,Weekly,0
2771,50,Female,Boots,Footwear,3,Nebraska,S,Blue,Fall,3,No,PayPal,Express,No,No,22,Bank Transfer,Quarterly,2
2772,58,Female,Jacket,Outerwear,3,Maryland,S,Beige,Summer,3,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly,2
2773,18,Female,Backpack,Accessories,3,Pennsylvania,L,Blue,Spring,3,No,Credit Card,Store Pickup,No,No,10,Bank Transfer,Every 3 Months,0
2774,39,Female,Pants,Clothing,4,Arizona,S,Maroon,Spring,4,No,Credit Card,Express,No,No,45,Bank Transfer,Quarterly,2
2775,56,Female,Boots,Footwear,4,Oklahoma,L,Yellow,Fall,4,No,Bank Transfer,Standard,No,No,42,Credit Card,Quarterly,2
2776,37,Female,Socks,Clothing,3,Montana,L,Red,Fall,3,No,Venmo,Free Shipping,No,No,16,Debit Card,Weekly,0
2777,46,Female,Scarf,Accessories,2,Wyoming,L,Green,Fall,2,No,Debit Card,Free Shipping,No,No,6,Bank Transfer,Annually,1
2778,52,Female,Blouse,Clothing,4,Idaho,M,Magenta,Fall,4,No,Debit Card,Standard,No,No,28,Credit Card,Every 3 Months,2
2779,70,Female,Belt,Accessories,3,Pennsylvania,L,Yellow,Spring,3,No,Cash,Standard,No,No,24,Credit Card,Bi-Weekly,2
2780,61,Female,Sunglasses,Accessories,4,Montana,L,Blue,Winter,4,No,Bank Transfer,Express,No,No,14,Credit Card,Fortnightly,2
2781,33,Female,Boots,Footwear,4,Ohio,M,Charcoal,Winter,4,No,Bank Transfer,Next Day Air,No,No,29,PayPal,Fortnightly,0
2782,65,Female,Sandals,Footwear,4,Mississippi,M,Blue,Spring,4,No,Venmo,Standard,No,No,33,PayPal,Weekly,2
2783,41,Female,Gloves,Accessories,3,Idaho,S,Cyan,Spring,3,No,PayPal,Free Shipping,No,No,30,PayPal,Annually,0
2784,19,Female,Skirt,Clothing,4,Virginia,M,Silver,Spring,4,No,Credit Card,Next Day Air,No,No,26,Credit Card,Quarterly,0
2785,33,Female,Skirt,Clothing,3,Idaho,M,Black,Winter,3,No,Bank Transfer,Express,No,No,12,PayPal,Every 3 Months,0
2786,53,Female,Blouse,Clothing,2,Louisiana,S,Green,Summer,2,No,Credit Card,Next Day Air,No,No,13,Bank Transfer,Monthly,1
2787,54,Female,Handbag,Accessories,3,Colorado,M,Violet,Spring,3,No,PayPal,Next Day Air,No,No,41,Debit Card,Every 3 Months,2
2788,36,Female,Boots,Footwear,4,West Virginia,XL,Pink,Spring,4,No,Cash,Next Day Air,No,No,4,Venmo,Fortnightly,0
2789,56,Female,Boots,Footwear,3,Rhode Island,M,Olive,Summer,3,No,Cash,Free Shipping,No,No,2,Credit Card,Annually,2
2790,28,Female,Sweater,Clothing,5,North Carolina,L,Orange,Fall,5,No,Cash,Express,No,No,28,Credit Card,Bi-Weekly,0
2791,34,Female,Socks,Clothing,4,Maine,M,Black,Spring,4,No,Cash,Free Shipping,No,No,24,Debit Card,Annually,0
2792,43,Female,Gloves,Accessories,2,Iowa,M,Yellow,Fall,2,No,Credit Card,Express,No,No,14,Venmo,Fortnightly,1
2793,54,Female,Shorts,Clothing,3,Kentucky,L,Violet,Winter,3,No,Debit Card,Express,No,No,11,Credit Card,Weekly,2
2794,37,Female,Boots,Footwear,3,Massachusetts,M,Silver,Spring,3,No,Bank Transfer,Standard,No,No,27,Debit Card,Bi-Weekly,0
2795,33,Female,Jacket,Outerwear,3,New York,M,Gold,Fall,3,No,PayPal,Standard,No,No,7,Cash,Fortnightly,0
2796,33,Female,Scarf,Accessories,3,Nebraska,M,Magenta,Winter,3,No,Bank Transfer,Store Pickup,No,No,49,PayPal,Annually,0
2797,55,Female,Jacket,Outerwear,3,Oklahoma,M,Red,Winter,3,No,Cash,Store Pickup,No,No,21,Cash,Annually,2
2798,63,Female,Jewelry,Accessories,3,Oklahoma,M,Green,Winter,3,No,PayPal,Express,No,No,10,Venmo,Every 3 Months,2
2799,52,Female,Hoodie,Clothing,4,Rhode Island,XL,Red,Winter,4,No,Credit Card,Store Pickup,No,No,37,PayPal,Weekly,2
2800,23,Female,T-shirt,Clothing,3,Maine,L,Pink,Spring,3,No,Credit Card,Free Shipping,No,No,9,Bank Transfer,Every 3 Months,0
2801,70,Female,Shirt,Clothing,3,Arkansas,L,Violet,Fall,3,No,PayPal,Free Shipping,No,No,14,Cash,Bi-Weekly,2
2802,64,Female,Shirt,Clothing,2,New Mexico,M,Indigo,Winter,2,No,Cash,Express,No,No,30,PayPal,Annually,1
2803,22,Female,Coat,Outerwear,3,Hawaii,L,Red,Fall,3,No,Bank Transfer,Store Pickup,No,No,42,Credit Card,Fortnightly,0
2804,46,Female,T-shirt,Clothing,3,Idaho,M,Violet,Winter,3,No,Credit Card,Free Shipping,No,No,31,Bank Transfer,Monthly,2
2805,65,Female,Hoodie,Clothing,2,South Carolina,M,Cyan,Spring,2,No,Credit Card,Standard,No,No,48,Bank Transfer,Every 3 Months,1
2806,18,Female,Sunglasses,Accessories,4,Nevada,S,Black,Fall,4,No,Cash,Standard,No,No,48,Cash,Quarterly,0
2807,45,Female,Blouse,Clothing,2,South Carolina,L,Purple,Spring,2,No,PayPal,Standard,No,No,50,Credit Card,Annually,1
2808,56,Female,Hoodie,Clothing,4,Maryland,M,Charcoal,Spring,4,No,Debit Card,2-Day Shipping,No,No,10,Debit Card,Fortnightly,2
2809,49,Female,Skirt,Clothing,3,Tennessee,M,Beige,Spring,3,No,Credit Card,Free Shipping,No,No,45,PayPal,Every 3 Months,2
2810,66,Female,Shorts,Clothing,3,Arkansas,XL,Teal,Summer,3,No,Debit Card,Standard,No,No,27,Debit Card,Quarterly,2
2811,27,Female,Jeans,Clothing,4,Arizona,M,Purple,Summer,4,No,Credit Card,Standard,No,No,10,Debit Card,Fortnightly,0
2812,69,Female,Jacket,Outerwear,3,Ohio,M,Blue,Fall,3,No,PayPal,Store Pickup,No,No,19,Credit Card,Quarterly,2
2813,66,Female,Hoodie,Clothing,3,North Dakota,XL,Magenta,Fall,3,No,Debit Card,Store Pickup,No,No,1,Credit Card,Every 3 Months,2
2814,45,Female,Shirt,Clothing,3,Vermont,S,Maroon,Summer,3,No,Debit Card,2-Day Shipping,No,No,39,Debit Card,Quarterly,2
2815,31,Female,T-shirt,Clothing,3,Minnesota,L,Gold,Winter,3,No,Venmo,Standard,No,No,14,Bank Transfer,Monthly,0
2816,33,Female,Blouse,Clothing,3,Idaho,L,Black,Fall,3,No,Cash,Free Shipping,No,No,40,Venmo,Every 3 Months,0
2817,43,Female,Skirt,Clothing,3,Maryland,M,Black,Spring,3,No,Bank Transfer,Free Shipping,No,No,45,Venmo,Weekly,2
2818,25,Female,Backpack,Accessories,3,South Carolina,XL,Yellow,Winter,3,No,Credit Card,Standard,No,No,6,Venmo,Weekly,0
2819,46,Female,Shorts,Clothing,4,California,M,Turquoise,Fall,4,No,Venmo,Next Day Air,No,No,12,Debit Card,Annually,0
2820,67,Female,Shirt,Clothing,3,Georgia,L,Lavender,Spring,3,No,Credit Card,Free Shipping,No,No,19,Cash,Monthly,2
2821,26,Female,Backpack,Accessories,3,Vermont,L,Yellow,Summer,3,No,Venmo,Free Shipping,No,No,5,Cash,Bi-Weekly,0
2822,35,Female,Shoes,Footwear,4,Georgia,L,Olive,Summer,4,No,Credit Card,Standard,No,No,37,Venmo,Monthly,0
2823,61,Female,Skirt,Clothing,4,New Jersey,S,Brown,Fall,4,No,PayPal,Standard,No,No,33,PayPal,Quarterly,2
2824,26,Female,Dress,Clothing,4,Utah,M,Olive,Summer,4,No,Venmo,Standard,No,No,47,Debit Card,Bi-Weekly,0
2825,39,Female,Hat,Accessories,4,Utah,M,Purple,Fall,4,No,Debit Card,Free Shipping,No,No,49,Debit Card,Quarterly,2
2826,69,Female,Handbag,Accessories,4,North Carolina,M,Yellow,Winter,4,No,Cash,2-Day Shipping,No,No,28,Bank Transfer,Annually,2
2827,32,Female,Handbag,Accessories,3,Florida,L,Brown,Fall,3,No,Debit Card,Express,No,No,23,Venmo,Annually,0
2828,20,Female,Blouse,Clothing,3,Wisconsin,M,Magenta,Fall,3,No,Credit Card,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly,0
2829,25,Female,Scarf,Accessories,2,Tennessee,L,Lavender,Fall,2,No,Credit Card,Standard,No,No,33,PayPal,Quarterly,1
2830,56,Female,Jewelry,Accessories,3,Arizona,XL,Teal,Fall,3,No,PayPal,Next Day Air,No,No,47,Cash,Weekly,2
2831,63,Female,Skirt,Clothing,2,Oregon,L,Cyan,Spring,2,No,Credit Card,Store Pickup,No,No,13,Venmo,Every 3 Months,1
2832,34,Female,Hoodie,Clothing,5,Virginia,L,Pink,Winter,5,No,Cash,Express,No,No,4,Credit Card,Weekly,0
2833,29,Female,Scarf,Accessories,4,Maryland,M,Magenta,Summer,4,No,Cash,Standard,No,No,40,PayPal,Quarterly,0
2834,43,Female,Jeans,Clothing,3,Arkansas,M,Teal,Fall,3,No,PayPal,Free Shipping,No,No,19,Cash,Monthly,0
2835,39,Female,Jacket,Outerwear,2,Texas,M,Indigo,Fall,2,No,Credit Card,2-Day Shipping,No,No,17,Credit Card,Weekly,1
2836,33,Female,T-shirt,Clothing,4,Vermont,S,Pink,Winter,4,No,Credit Card,Free Shipping,No,No,7,Venmo,Annually,0
2837,51,Female,Pants,Clothing,5,Wyoming,M,Charcoal,Winter,5,No,Venmo,2-Day Shipping,No,No,21,Cash,Bi-Weekly,2
2838,65,Female,Shoes,Footwear,4,Alabama,M,Brown,Summer,4,No,Venmo,Express,No,No,44,PayPal,Weekly,2
2839,51,Female,Jacket,Outerwear,3,Maine,M,Blue,Fall,3,No,Venmo,Free Shipping,No,No,2,Bank Transfer,Weekly,2
2840,70,Female,Scarf,Accessories,2,South Dakota,L,Teal,Summer,2,No,Cash,Store Pickup,No,No,30,Bank Transfer,Monthly,1
2841,40,Female,T-shirt,Clothing,3,West Virginia,L,Pink,Spring,3,No,Bank Transfer,Store Pickup,No,No,41,Cash,Annually,2
2842,19,Female,Dress,Clothing,3,Ohio,XL,Magenta,Winter,3,No,Credit Card,2-Day Shipping,No,No,31,Cash,Weekly,0
2843,28,Female,Coat,Outerwear,4,Arizona,L,Green,Fall,4,No,Cash,Standard,No,No,48,Debit Card,Quarterly,0
2844,51,Female,Sweater,Clothing,3,Ohio,M,White,Summer,3,No,Cash,Store Pickup,No,No,41,Venmo,Weekly,2
2845,32,Female,Hat,Accessories,4,New Mexico,M,Indigo,Summer,4,No,Venmo,Standard,No,No,42,Venmo,Annually,0
2846,26,Female,Backpack,Accessories,4,South Dakota,L,Lavender,Summer,4,No,Cash,Express,No,No,39,Debit Card,Every 3 Months,0
2847,50,Female,Socks,Clothing,2,Oklahoma,XL,Black,Fall,2,No,Cash,Next Day Air,No,No,15,PayPal,Bi-Weekly,1
2848,68,Female,Jewelry,Accessories,2,Connecticut,L,Charcoal,Winter,2,No,Venmo,Free Shipping,No,No,3,PayPal,Every 3 Months,1
2849,33,Female,Boots,Footwear,4,Wisconsin,L,Gray,Fall,4,No,Debit Card,Store Pickup,No,No,28,Bank Transfer,Quarterly,0
2850,56,Female,Coat,Outerwear,4,New Hampshire,M,Gold,Spring,4,No,Credit Card,Express,No,No,27,PayPal,Bi-Weekly,2
2851,57,Female,Sweater,Clothing,3,Nebraska,M,Silver,Spring,3,No,Credit Card,Store Pickup,No,No,36,Debit Card,Annually,2
2852,58,Female,Blouse,Clothing,3,Nevada,L,Teal,Summer,3,No,Bank Transfer,Store Pickup,No,No,42,Debit Card,Monthly,2
2853,40,Female,Belt,Accessories,3,New York,M,Magenta,Spring,3,No,Credit Card,Store Pickup,No,No,30,Venmo,Weekly,0
2854,37,Female,Hat,Accessories,3,Pennsylvania,M,Magenta,Winter,3,No,Cash,Next Day Air,No,No,9,PayPal,Weekly,0
2855,36,Female,Sandals,Footwear,2,Delaware,M,Beige,Fall,2,No,Debit Card,Store Pickup,No,No,25,Venmo,Monthly,1
2856,29,Female,Boots,Footwear,3,Mississippi,S,Maroon,Winter,3,No,Debit Card,2-Day Shipping,No,No,33,PayPal,Quarterly,0
2857,65,Female,Jacket,Outerwear,3,Iowa,M,Indigo,Winter,3,No,Debit Card,2-Day Shipping,No,No,31,Credit Card,Monthly,2
2858,44,Female,Dress,Clothing,3,Utah,S,Maroon,Spring,3,No,Venmo,Next Day Air,No,No,35,Debit Card,Monthly,2
2859,34,Female,Jeans,Clothing,3,Maryland,L,Teal,Summer,3,No,Cash,2-Day Shipping,No,No,46,Bank Transfer,Monthly,0
2860,31,Female,Shorts,Clothing,3,Utah,L,Yellow,Fall,3,No,Venmo,Express,No,No,29,Bank Transfer,Annually,0
2861,28,Female,Shirt,Clothing,2,Rhode Island,M,Gold,Spring,2,No,PayPal,Next Day Air,No,No,49,Bank Transfer,Weekly,1
2862,66,Female,Coat,Outerwear,3,Maryland,M,Teal,Fall,3,No,Debit Card,Free Shipping,No,No,27,Credit Card,Monthly,2
2863,68,Female,Coat,Outerwear,4,Hawaii,S,Violet,Summer,4,No,Bank Transfer,Store Pickup,No,No,5,Bank Transfer,Every 3 Months,2
2864,37,Female,T-shirt,Clothing,3,Connecticut,M,Yellow,Fall,3,No,Debit Card,2-Day Shipping,No,No,18,Venmo,Monthly,0
2865,58,Female,Sweater,Clothing,3,Illinois,S,Maroon,Fall,3,No,Debit Card,Store Pickup,No,No,31,Venmo,Weekly,2
2866,28,Female,Skirt,Clothing,3,California,M,Silver,Fall,3,No,Cash,Free Shipping,No,No,27,Cash,Fortnightly,0
2867,54,Female,Blouse,Clothing,3,Connecticut,S,Violet,Summer,3,No,Venmo,Free Shipping,No,No,19,Cash,Annually,2
2868,21,Female,Sneakers,Footwear,4,Colorado,L,White,Summer,4,No,Venmo,Next Day Air,No,No,33,Cash,Fortnightly,0
2869,45,Female,Backpack,Accessories,2,Colorado,M,Black,Winter,2,No,Debit Card,Next Day Air,No,No,42,PayPal,Every 3 Months,1
2870,57,Female,Socks,Clothing,4,Georgia,M,White,Summer,4,No,Cash,Standard,No,No,16,Bank Transfer,Weekly,2
2871,47,Female,Jewelry,Accessories,4,North Dakota,M,Blue,Winter,4,No,Debit Card,Free Shipping,No,No,49,Debit Card,Every 3 Months,2
2872,46,Female,Shorts,Clothing,2,Idaho,S,Black,Summer,2,No,Cash,2-Day Shipping,No,No,40,Venmo,Bi-Weekly,1
2873,63,Female,Jewelry,Accessories,2,Connecticut,L,Olive,Fall,2,No,Venmo,Next Day Air,No,No,5,Cash,Annually,1
2874,44,Female,Sweater,Clothing,2,Montana,M,Teal,Spring,2,No,PayPal,Free Shipping,No,No,8,Bank Transfer,Monthly,1
2875,36,Female,Shirt,Clothing,3,Colorado,L,Silver,Summer,3,No,Debit Card,Standard,No,No,2,Debit Card,Annually,0
2876,24,Female,Pants,Clothing,2,Kentucky,M,Pink,Fall,2,No,Credit Card,Free Shipping,No,No,14,Debit Card,Weekly,1
2877,65,Female,Hoodie,Clothing,3,New Mexico,M,Charcoal,Spring,3,No,Credit Card,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly,2
2878,32,Female,Socks,Clothing,3,New Jersey,M,Silver,Summer,3,No,PayPal,Standard,No,No,34,Venmo,Monthly,0
2879,63,Female,Dress,Clothing,4,California,L,Turquoise,Summer,4,No,Venmo,Next Day Air,No,No,13,Bank Transfer,Annually,2
2880,62,Female,Blouse,Clothing,4,North Dakota,XL,Turquoise,Winter,4,No,Credit Card,Free Shipping,No,No,31,Venmo,Annually,2
2881,19,Female,Skirt,Clothing,4,Florida,L,Beige,Winter,4,No,Debit Card,Store Pickup,No,No,43,PayPal,Quarterly,0
2882,38,Female,Backpack,Accessories,4,Texas,M,Cyan,Winter,4,No,Credit Card,Free Shipping,No,No,6,Bank Transfer,Annually,0
2883,59,Female,Blouse,Clothing,2,Oklahoma,L,Gold,Winter,2,No,Credit Card,Store Pickup,No,No,23,Credit Card,Bi-Weekly,1
2884,22,Female,Socks,Clothing,3,Rhode Island,XL,Silver,Spring,3,No,Debit Card,Standard,No,No,10,PayPal,Weekly,0
2885,55,Female,Boots,Footwear,3,Arkansas,M,Purple,Summer,3,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Every 3 Months,2
2886,29,Female,Backpack,Accessories,3,Nevada,M,Yellow,Summer,3,No,Bank Transfer,Next Day Air,No,No,14,Credit Card,Bi-Weekly,0
2887,42,Female,Hat,Accessories,4,Utah,L,Blue,Spring,4,No,Credit Card,Free Shipping,No,No,29,PayPal,Weekly,0
2888,23,Female,Sandals,Footwear,2,Kentucky,L,Blue,Winter,2,No,Debit Card,Express,No,No,12,Cash,Bi-Weekly,1
2889,70,Female,Hoodie,Clothing,5,Wisconsin,L,Green,Spring,5,No,Venmo,2-Day Shipping,No,No,25,Debit Card,Quarterly,2
2890,64,Female,Sunglasses,Accessories,3,Minnesota,M,Charcoal,Fall,3,No,Credit Card,Store Pickup,No,No,21,Venmo,Annually,2
2891,39,Female,Jeans,Clothing,3,North Dakota,M,Violet,Winter,3,No,PayPal,Free Shipping,No,No,23,Credit Card,Monthly,0
2892,47,Female,T-shirt,Clothing,2,Ohio,XL,Black,Winter,2,No,Venmo,Free Shipping,No,No,10,PayPal,Monthly,1
2893,22,Female,Dress,Clothing,3,Nevada,M,Teal,Spring,3,No,Bank Transfer,Standard,No,No,47,Credit Card,Monthly,0
2894,69,Female,Belt,Accessories,3,Kentucky,S,Orange,Spring,3,No,Credit Card,Free Shipping,No,No,44,Debit Card,Every 3 Months,2
2895,35,Female,Jewelry,Accessories,3,Kentucky,S,Brown,Spring,3,No,Cash,Standard,No,No,41,Venmo,Annually,0
2896,56,Female,Hoodie,Clothing,4,Montana,L,Green,Summer,4,No,Debit Card,Standard,No,No,29,Bank Transfer,Monthly,2
2897,30,Female,Blouse,Clothing,3,Delaware,M,Silver,Summer,3,No,Credit Card,Free Shipping,No,No,2,Venmo,Every 3 Months,0
2898,43,Female,Jacket,Outerwear,2,Montana,L,Violet,Fall,2,No,Credit Card,Free Shipping,No,No,2,Cash,Fortnightly,1
2899,23,Female,Sneakers,Footwear,4,New Jersey,XL,Peach,Summer,4,No,Credit Card,Express,No,No,29,Credit Card,Annually,0
2900,50,Female,Boots,Footwear,4,Nebraska,M,Gold,Spring,4,No,PayPal,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly,2
2901,41,Female,Blouse,Clothing,4,Maryland,XL,Violet,Winter,4,No,Bank Transfer,Standard,No,No,23,Cash,Bi-Weekly,0
2902,41,Female,Blouse,Clothing,2,Alabama,L,Olive,Winter,2,No,Credit Card,Free Shipping,No,No,46,Credit Card,Quarterly,1
2903,27,Female,Boots,Footwear,4,North Carolina,S,Orange,Spring,4,No,Debit Card,Standard,No,No,19,PayPal,Bi-Weekly,0
2904,38,Female,Scarf,Accessories,3,Delaware,S,Teal,Spring,3,No,Venmo,2-Day Shipping,No,No,24,Credit Card,Every 3 Months,0
2905,41,Female,Sandals,Footwear,4,Iowa,M,Gray,Spring,4,No,Bank Transfer,2-Day Shipping,No,No,43,Venmo,Monthly,2
2906,58,Female,Sunglasses,Accessories,4,New York,L,Black,Winter,4,No,PayPal,Standard,No,No,14,Debit Card,Fortnightly,2
2907,58,Female,Coat,Outerwear,3,Virginia,M,Indigo,Spring,3,No,PayPal,Standard,No,No,7,Venmo,Annually,2
2908,19,Female,Sunglasses,Accessories,3,Maryland,XL,Lavender,Summer,3,No,Cash,Next Day Air,No,No,50,PayPal,Bi-Weekly,0
2909,43,Female,Blouse,Clothing,3,Texas,M,Beige,Winter,3,No,Debit Card,Store Pickup,No,No,15,Debit Card,Every 3 Months,0
2910,27,Female,Backpack,Accessories,3,Louisiana,M,Indigo,Winter,3,No,Bank Transfer,Next Day Air,No,No,40,Credit Card,Every 3 Months,0
2911,32,Female,Belt,Accessories,2,Mississippi,M,Blue,Summer,2,No,Bank Transfer,Store Pickup,No,No,41,Credit Card,Monthly,1
2912,28,Female,Socks,Clothing,2,Ohio,XL,Orange,Fall,2,No,Debit Card,Next Day Air,No,No,34,Venmo,Quarterly,1
2913,48,Female,Shoes,Footwear,4,Oregon,M,Yellow,Winter,4,No,Cash,Standard,No,No,27,Cash,Bi-Weekly,2
2914,43,Female,Coat,Outerwear,3,Wyoming,L,Cyan,Winter,3,No,Debit Card,Express,No,No,12,Cash,Every 3 Months,0
2915,45,Female,Sweater,Clothing,3,Pennsylvania,M,Yellow,Fall,3,No,PayPal,Express,No,No,1,Debit Card,Bi-Weekly,0
2916,26,Female,Shirt,Clothing,4,Oregon,M,Cyan,Fall,4,No,Credit Card,Express,No,No,39,Debit Card,Bi-Weekly,0
2917,62,Female,Shorts,Clothing,2,Oklahoma,M,Green,Winter,2,No,Credit Card,Express,No,No,13,Credit Card,Bi-Weekly,1
2918,58,Female,Shirt,Clothing,2,Colorado,XL,White,Winter,2,No,Cash,Store Pickup,No,No,50,Venmo,Annually,1
2919,19,Female,Sunglasses,Accessories,4,New York,S,Black,Fall,4,No,Credit Card,Free Shipping,No,No,36,Cash,Weekly,0
2920,64,Female,Shoes,Footwear,3,Minnesota,L,Charcoal,Winter,3,No,Bank Transfer,Standard,No,No,31,Debit Card,Monthly,2
2921,33,Female,Sunglasses,Accessories,4,Texas,XL,Brown,Spring,4,No,Venmo,Free Shipping,No,No,3,Debit Card,Bi-Weekly,0
2922,20,Female,Handbag,Accessories,4,Wisconsin,M,Cyan,Fall,4,No,Venmo,Standard,No,No,11,Cash,Fortnightly,0
2923,45,Female,Sunglasses,Accessories,3,Kentucky,L,Beige,Winter,3,No,Venmo,Express,No,No,16,PayPal,Quarterly,2
2924,28,Female,Shirt,Clothing,4,Pennsylvania,M,Magenta,Spring,4,No,Bank Transfer,2-Day Shipping,No,No,12,Cash,Quarterly,0
2925,47,Female,Shirt,Clothing,3,Rhode Island,L,Indigo,Winter,3,No,Bank Transfer,Free Shipping,No,No,37,Debit Card,Every 3 Months,2
2926,54,Female,Sweater,Clothing,2,Illinois,M,Maroon,Spring,2,No,Cash,Store Pickup,No,No,43,Credit Card,Every 3 Months,1
2927,64,Female,Handbag,Accessories,4,Maryland,M,Gray,Winter,4,No,Debit Card,2-Day Shipping,No,No,9,Cash,Weekly,2
2928,45,Female,Shirt,Clothing,2,Missouri,M,Black,Summer,2,No,Debit Card,Express,No,No,15,Venmo,Bi-Weekly,1
2929,40,Female,Jewelry,Accessories,3,Alabama,L,Yellow,Spring,3,No,Venmo,Store Pickup,No,No,17,Credit Card,Weekly,0
2930,31,Female,Socks,Clothing,4,Maine,XL,White,Winter,4,No,Debit Card,Next Day Air,No,No,42,Venmo,Fortnightly,0
2931,38,Female,T-shirt,Clothing,4,Mississippi,M,Orange,Spring,4,No,Credit Card,Free Shipping,No,No,14,Venmo,Monthly,0
